"X" "Y" "full_id" "building" "nvol"
10.3116896 44.7738373 "w179424111" "Abitazioni" 34
10.3314867 44.7999964 "r2398166" "Abitazioni" 32
10.2824224 44.7767707 "w179286015" "Abitazioni" 30
10.3655455 44.7771995 "w179470463" "Abitazioni" 32
10.3358751 44.810211 "w182137124" "Abitazioni" 30
10.3078582 44.7930915 "w179469239" "Abitazioni" 30
10.3180752 44.7595126 "w179630060" "Abitazioni" 30
10.3323847 44.8025055 "w179590504" "Abitazioni" 32
10.3689516 44.7815894 "w179475590" "Abitazioni" 32
10.2821401 44.7816796 "w179291135" "Abitazioni" 40
10.3025845 44.7959518 "w179584178" "Abitazioni" 30
10.3652425 44.7556991 "w753349972" "Abitazioni" 32
10.3446793 44.833036 "w741784026" "Abitazioni" 30
10.284615 44.7749995 "w179286427" "Abitazioni" 30
10.3141201 44.7857693 "w179475690" "Abitazioni" 34
10.3402043 44.7838633 "w179473557" "Abitazioni" 30
10.3205354 44.7628751 "w179623643" "Abitazioni" 36
10.298998 44.8008078 "w179588327" "Abitazioni" 30
10.3161008 44.7936642 "w179469158" "Abitazioni" 34
10.3493212 44.803579 "w179589060" "Abitazioni" 30
10.338224 44.7812273 "w1133259011" "Abitazioni" 30
10.3356288 44.7989217 "w179584245" "Abitazioni" 30
10.3447419 44.7976587 "w179587083" "Abitazioni" 34
10.3454792 44.8198738 "w182154289" "Abitazioni" 30
10.3314717 44.7988675 "w179585612" "Abitazioni" 30
10.3378714 44.8037103 "w182137363" "Abitazioni" 34
10.3220869 44.8037728 "w182141640" "Abitazioni" 34
10.308898 44.8313732 "w182125970" "Abitazioni" 30
10.3148526 44.8005805 "w179585549" "Abitazioni" 32
10.317575 44.766913 "w179286901" "Abitazioni" 34
10.3348763 44.7931229 "w1174768363" "Abitazioni" 34
10.3336797 44.7900306 "w1182636341" "Abitazioni" 32
10.3756568 44.8242487 "r2427353" "Abitazioni" 32
10.29795 44.8084429 "w179470569" "Abitazioni" 30
10.3185722 44.7973149 "w179585478" "Abitazioni" 32
10.3355569 44.8020518 "w179590165" "Abitazioni" 30
10.3307021 44.8043685 "r2427018" "Abitazioni" 32
10.313135 44.7980469 "w179587489" "Abitazioni" 32
10.3206806 44.7980243 "w179585032" "Abitazioni" 30
10.3615525 44.7600824 "w179423073" "Abitazioni" 30
10.3458573 44.8131504 "w182153465" "Abitazioni" 34
10.326073 44.8380797 "w182118858" "Abitazioni" 32
10.2852463 44.7773319 "w179286123" "Abitazioni" 36
10.2964595 44.8067701 "w179468608" "Abitazioni" 32
10.3235015 44.772356 "w139617150" "Abitazioni" 32
10.3370094 44.8091535 "w182137816" "Abitazioni" 30
10.3465263 44.8126228 "w182153293" "Abitazioni" 32
10.3361184 44.8154943 "w182122107" "Abitazioni" 32
10.3762382 44.8037813 "w179470850" "Abitazioni" 30
10.3340161 44.8035056 "w182136844" "Abitazioni" 32
10.3117294 44.7803084 "w179423412" "Abitazioni" 30
10.3181539 44.7664629 "w179624775" "Abitazioni" 32
10.3125873 44.7871894 "w179468566" "Abitazioni" 38
10.3195506 44.8026633 "r2398155" "Abitazioni" 34
10.3429225 44.8304377 "w182127240" "Abitazioni" 30
10.3312143 44.8042469 "r2427019" "Abitazioni" 34
10.3202179 44.7779526 "w179476000" "Abitazioni" 32
10.3286704 44.8039025 "w651635076" "Abitazioni" 38
10.3224596 44.8311597 "w652150067" "Abitazioni" 34
10.3486028 44.7907164 "w179098566" "Abitazioni" 30
10.333536 44.7894185 "w1182636346" "Abitazioni" 30
10.2933525 44.8122835 "w179475095" "Abitazioni" 32
10.3347828 44.8042846 "w182136907" "Abitazioni" 40
10.3375147 44.7997576 "w1178564283" "Abitazioni" 32
10.2983744 44.7812691 "w551332855" "Abitazioni" 30
10.3172691 44.7993887 "w179590119" "Abitazioni" 30
10.3198078 44.8097343 "w182144964" "Abitazioni" 32
10.3401926 44.7984213 "w179588427" "Abitazioni" 30
10.3483735 44.7863271 "w179098576" "Abitazioni" 32
10.3354096 44.7975409 "w179590284" "Chiese" 40
10.3048623 44.808062 "w179059185" "Abitazioni" 30
10.3347685 44.8129125 "w182137746" "Abitazioni" 32
10.3300449 44.8040025 "r2427004" "Abitazioni" 30
10.3355297 44.8014194 "w747318089" "Abitazioni" 30
10.3217241 44.7855471 "w179477188" "Abitazioni" 30
10.3127685 44.794598 "w179469373" "Abitazioni" 30
10.3601747 44.7910788 "w179469237" "Abitazioni" 36
10.3093731 44.8055088 "w179588602" "Abitazioni" 38
10.2971307 44.7887728 "w179470591" "Abitazioni" 30
10.328288 44.7851445 "w179473840" "Abitazioni" 32
10.3298641 44.7708485 "w1173732316" "Abitazioni" 30
10.3590988 44.7847467 "w179473852" "Abitazioni" 32
10.3419547 44.7989048 "w179586670" "Abitazioni" 30
10.3085817 44.8331514 "w182123774" "Abitazioni" 36
10.3200942 44.7852504 "w179289837" "Abitazioni" 34
10.3610109 44.7809454 "w179472077" "Abitazioni" 30
10.3407953 44.8045703 "w182148451" "Abitazioni" 34
10.3530827 44.7906858 "w179098559" "Abitazioni" 34
10.3294002 44.7972078 "r2398361" "Abitazioni" 30
10.3443231 44.7940203 "w179587470" "Abitazioni" 34
10.3598764 44.7824204 "w179477129" "Abitazioni" 36
10.3755663 44.7926497 "w649637035" "Abitazioni" 30
10.3318474 44.8059506 "w651635098" "Abitazioni" 32
10.3215889 44.782724 "w179424038" "Abitazioni" 36
10.3511454 44.7857469 "w179098931" "Abitazioni" 30
10.3089607 44.811212 "w179059465" "Abitazioni" 32
10.3250452 44.8015491 "r2398219" "Abitazioni" 32
10.3412026 44.8240947 "w551445809" "Abitazioni" 32
10.3354472 44.7945446 "w1175169841" "Abitazioni" 30
10.3341932 44.803063 "w179589194" "Abitazioni" 32
10.3202039 44.7624164 "w142064654" "Abitazioni" 32
10.3355011 44.7948108 "w1175169841" "Abitazioni" 30
10.3299147 44.780594 "w179469073" "Abitazioni" 30
10.3027882 44.7778815 "w179291110" "Abitazioni" 30
10.3403564 44.8125705 "w182136674" "Abitazioni" 30
10.3329954 44.7997726 "w179588252" "Abitazioni" 30
10.3531527 44.7545734 "w179422726" "Abitazioni" 30
10.3348453 44.7795638 "w1138536830" "Abitazioni" 32
10.2983098 44.8066398 "w179469123" "Abitazioni" 30
10.3038272 44.7914012 "w179468646" "Abitazioni" 36
10.3629924 44.829357 "w182154255" "Abitazioni" 32
10.3380535 44.8007077 "w179584845" "Abitazioni" 30
10.3199654 44.7946803 "w179589579" "Abitazioni" 32
10.2985855 44.7879013 "w179477330" "Abitazioni" 36
10.3224611 44.7687881 "w179290303" "Abitazioni" 30
10.3014077 44.8074248 "w179585023" "Abitazioni" 38
10.3094258 44.7812954 "w179422641" "Abitazioni" 34
10.3254093 44.8041003 "w182136628" "Abitazioni" 32
10.3223776 44.8032867 "w182141774" "Abitazioni" 36
10.342604 44.784384 "w179469684" "Abitazioni" 30
10.3061503 44.7970361 "w179474543" "Abitazioni" 34
10.3275132 44.7937371 "w1140676800" "Abitazioni" 30
10.3360783 44.8147639 "w182127146" "Abitazioni" 34
10.3584967 44.782807 "w179469268" "Abitazioni" 30
10.2993293 44.8078695 "w179584959" "Abitazioni" 30
10.3297122 44.7712343 "w1173732320" "Abitazioni" 30
10.3403254 44.8332758 "w182117834" "Abitazioni" 30
10.3187603 44.7779016 "w179424072" "Abitazioni" 30
10.3723994 44.8325964 "w182154197" "Abitazioni" 34
10.2862518 44.8035333 "w179470179" "Abitazioni" 32
10.3560117 44.8115684 "w182153264" "Abitazioni" 36
10.3417472 44.7954627 "w179589546" "Abitazioni" 30
10.3315071 44.7744363 "w179475111" "Abitazioni" 30
10.327952 44.7999936 "r2398165" "Abitazioni" 30
10.3494493 44.7955777 "r2398222" "Abitazioni" 30
10.3299623 44.8058638 "w182136745" "Abitazioni" 32
10.3655356 44.7852369 "w179476607" "Abitazioni" 30
10.3693665 44.7843878 "w179470317" "Abitazioni" 32
10.3546546 44.7920271 "w179098896" "Abitazioni" 30
10.3337206 44.8041723 "r2427097" "Abitazioni" 30
10.3330709 44.8237244 "w182120253" "Abitazioni" 30
10.3409695 44.7937834 "w179584913" "Abitazioni" 30
10.3607049 44.7810318 "w179477003" "Abitazioni" 30
10.3522733 44.7903099 "w617435229" "Abitazioni" 30
10.3150578 44.7934389 "w179474138" "Abitazioni" 32
10.3292201 44.7896533 "w1140668137" "Abitazioni" 30
10.2949554 44.8069387 "w179474517" "Abitazioni" 30
10.3603893 44.7940183 "w179476269" "Abitazioni" 30
10.2855395 44.7765168 "w179291775" "Abitazioni" 30
10.3305286 44.773903 "w649584384" "Abitazioni" 32
10.3342791 44.7966566 "r5648652" "Abitazioni" 32
10.342573 44.7947067 "w179587669" "Abitazioni" 30
10.3326981 44.7996244 "w179590369" "Abitazioni" 30
10.3610488 44.7889692 "w179473261" "Abitazioni" 32
10.3433401 44.8073607 "w182137880" "Abitazioni" 30
10.29415 44.8089282 "w179474448" "Abitazioni" 30
10.308009 44.7946049 "w179468856" "Abitazioni" 30
10.3377945 44.7996069 "w1178564276" "Abitazioni" 30
10.3272372 44.8230081 "w182125742" "Abitazioni" 30
10.3209759 44.8131816 "w179059626" "Abitazioni" 32
10.3588719 44.7925847 "w179589728" "Abitazioni" 34
10.3351068 44.8026883 "r2398249" "Abitazioni" 30
10.296252 44.7959246 "w553118131" "Abitazioni" 30
10.330976 44.7997505 "w179587895" "Abitazioni" 30
10.3324539 44.8042252 "w182138238" "Abitazioni" 34
10.3635823 44.8158018 "w182153427" "Abitazioni" 40
10.3635235 44.7908882 "w546915655" "Abitazioni" 30
10.3230686 44.7726994 "w179468701" "Abitazioni" 34
10.3513633 44.7937157 "w179588721" "Abitazioni" 30
10.3343447 44.8005094 "r2398360" "Abitazioni" 30
10.337628 44.7916512 "w1184596500" "Abitazioni" 32
10.3269746 44.797357 "r2398380" "Abitazioni" 34
10.3398264 44.7987685 "w179589430" "Abitazioni" 34
10.3123107 44.7846252 "w179473866" "Abitazioni" 32
10.3022097 44.8082361 "w179588317" "Abitazioni" 34
10.3003728 44.8052449 "w179588693" "Abitazioni" 30
10.3357914 44.7892556 "w1180483884" "Abitazioni" 30
10.3330518 44.7990005 "w179589851" "Abitazioni" 32
10.329424 44.8087235 "w182148303" "Abitazioni" 32
10.3103008 44.7636935 "w179630069" "Università" 30
10.3404149 44.7549928 "w179423234" "Abitazioni" 32
10.3618577 44.7869761 "w179476627" "Abitazioni" 30
10.3090202 44.7999199 "w643204193" "Abitazioni" 34
10.3030669 44.8067618 "w179059484" "Abitazioni" 30
10.304789 44.7910342 "w179468453" "Abitazioni" 34
10.3285953 44.7945607 "w1140676831" "Abitazioni" 32
10.318248 44.7980675 "w179588705" "Abitazioni" 30
10.3319798 44.8068718 "w182137964" "Abitazioni" 34
10.3319729 44.800611 "w652421079" "Abitazioni" 30
10.3493243 44.7541167 "w652080856" "Abitazioni" 32
10.3356456 44.7994099 "w1188034254" "Abitazioni" 30
10.3329505 44.8061143 "w182138249" "Abitazioni" 30
10.3245168 44.7790873 "w179469700" "Abitazioni" 34
10.3205984 44.8032397 "w182141617" "Abitazioni" 32
10.3374175 44.8285356 "w741784016" "Abitazioni" 38
10.3003011 44.7868076 "w179477244" "Abitazioni" 34
10.3316755 44.7996161 "w179585027" "Abitazioni" 30
10.3607236 44.7830383 "w179476818" "Abitazioni" 30
10.3265791 44.7997378 "w179584768" "Abitazioni" 30
10.3067599 44.7960386 "w179477187" "Abitazioni" 34
10.3129934 44.784831 "w179471683" "Abitazioni" 30
10.3311699 44.8037459 "w182136854" "Abitazioni" 32
10.2982883 44.7853069 "w179474742" "Abitazioni" 32
10.3335977 44.8021903 "w179589262" "Abitazioni" 34
10.3389041 44.8000328 "w179589670" "Abitazioni" 30
10.3324075 44.8165733 "w182116721" "Abitazioni" 32
10.3247379 44.7698644 "w179474135" "Abitazioni" 32
10.3393692 44.8321189 "w182121178" "Abitazioni" 30
10.3411829 44.8248934 "w1185289752" "Abitazioni" 30
10.3128894 44.7911431 "w1174798785" "Abitazioni" 32
10.3351052 44.837441 "w654851314" "Abitazioni" 34
10.3284414 44.7986772 "r2398416" "Abitazioni" 30
10.3429412 44.809728 "w182137763" "Abitazioni" 30
10.3222263 44.7708774 "w179469086" "Abitazioni" 38
10.3283919 44.7830482 "w179469107" "Abitazioni" 32
10.2929972 44.7836231 "w179469231" "Abitazioni" 30
10.3344396 44.7799086 "w1138536828" "Abitazioni" 30
10.3176251 44.7975706 "w179586339" "Abitazioni" 32
10.3484297 44.8005768 "w179589591" "Abitazioni" 30
10.2908204 44.7939335 "w179470556" "Abitazioni" 30
10.3761003 44.7954707 "w205209959" "Abitazioni" 30
10.3026182 44.8074086 "w179585623" "Abitazioni" 36
10.3583018 44.7898538 "w179475159" "Abitazioni" 30
10.3115018 44.7667577 "w142064667" "Abitazioni" 30
10.359324 44.7967013 "w179476225" "Abitazioni" 34
10.3302093 44.8038346 "w182137974" "Abitazioni" 30
10.331316 44.7809812 "w650286615" "Abitazioni" 34
10.3115586 44.7912442 "r1085329" "Abitazioni" 30
10.3117535 44.7957002 "w179475289" "Abitazioni" 30
10.3109233 44.8006973 "w179585155" "Abitazioni" 32
10.3475326 44.7885361 "w179098509" "Abitazioni" 30
10.3133566 44.7843869 "w179473179" "Abitazioni" 30
10.3566153 44.7885897 "w179099011" "Abitazioni" 30
10.335687 44.7901564 "w1182569898" "Abitazioni" 34
10.3173469 44.7806166 "w179424152" "Abitazioni" 30
10.349906 44.7536589 "w942357353" "Abitazioni" 30
10.298878 44.7682639 "w139988272" "Abitazioni" 30
10.3030322 44.7812838 "w551334059" "Abitazioni" 30
10.335569 44.81062 "w182136718" "Abitazioni" 30
10.3345244 44.7948513 "w1179800139" "Abitazioni" 30
10.3318809 44.806367 "w182137559" "Abitazioni" 30
10.3248037 44.7954155 "w179589590" "Abitazioni" 34
10.3432954 44.8094415 "w182138253" "Abitazioni" 30
10.2822954 44.7771198 "w179285713" "Abitazioni" 30
10.3292338 44.7984377 "r2398280" "Abitazioni" 34
10.2963087 44.8031818 "w179470023" "Abitazioni" 32
10.3330171 44.8093549 "w182138074" "Abitazioni" 30
10.325942 44.8037208 "w182136838" "Abitazioni" 32
10.3387891 44.8098222 "w182136731" "Abitazioni" 36
10.3399574 44.8213526 "w182124312" "Abitazioni" 30
10.3371263 44.8010779 "w179585139" "Abitazioni" 32
10.3587366 44.7865083 "w179470009" "Abitazioni" 30
10.3207503 44.8042338 "w182141693" "Abitazioni" 34
10.3364288 44.8037641 "w182138086" "Abitazioni" 36
10.3154014 44.7642065 "w179630497" "Università" 32
10.3161718 44.7995408 "w179590263" "Abitazioni" 30
10.3082661 44.7949584 "w179476049" "Abitazioni" 34
10.363396 44.8122719 "w182154279" "Abitazioni" 30
10.3298293 44.7982121 "w179587996" "Abitazioni" 36
10.3417123 44.785578 "w1194725330" "Abitazioni" 36
10.330858 44.8111601 "r2427069" "Abitazioni" 30
10.3476073 44.7834069 "w1133343578" "Abitazioni" 30
10.3225296 44.8031938 "w182141805" "Abitazioni" 32
10.3284356 44.8148081 "w182126204" "Abitazioni" 36
10.3326478 44.8061043 "w182137957" "Abitazioni" 38
10.2945815 44.8098288 "w179477304" "Abitazioni" 30
10.3268955 44.8066406 "w1193775093" "Abitazioni" 34
10.3203636 44.7960455 "w179584287" "Abitazioni" 30
10.3130357 44.791138 "w1174798785" "Abitazioni" 30
10.3394776 44.8303605 "w182117610" "Abitazioni" 30
10.3491673 44.8156005 "w1188234573" "Abitazioni" 32
10.309205 44.7817386 "w179423177" "Abitazioni" 30
10.3164858 44.7966024 "w179476958" "Abitazioni" 38
10.3353321 44.7853522 "w1182185850" "Abitazioni" 30
10.3295894 44.7892129 "w1174628851" "Abitazioni" 42
10.3340775 44.7912786 "w1174711014" "Abitazioni" 30
10.3071844 44.8076629 "w179059731" "Abitazioni" 30
10.3050909 44.8010044 "w179587910" "Abitazioni" 32
10.3422586 44.7925248 "w179471824" "Abitazioni" 30
10.3264597 44.8066407 "w182136713" "Abitazioni" 32
10.3655116 44.7858271 "w179468693" "Abitazioni" 34
10.3386274 44.8010256 "w179584587" "Abitazioni" 32
10.3633233 44.7592421 "w179424028" "Abitazioni" 34
10.3234806 44.7856345 "w179475765" "Abitazioni" 34
10.33973 44.7730186 "w179476858" "Abitazioni" 32
10.342189 44.7761831 "w1133273286" "Abitazioni" 30
10.3184783 44.7937405 "w179588251" "Abitazioni" 36
10.3204584 44.7830927 "w179423825" "Abitazioni" 32
10.3049286 44.7904019 "w179474416" "Abitazioni" 32
10.3536703 44.7794973 "w695852796" "Abitazioni" 34
10.3493656 44.8042169 "w179589697" "Abitazioni" 30
10.3323959 44.7973893 "w179589176" "Abitazioni" 34
10.2951565 44.8069515 "w179474517" "Abitazioni" 34
10.3413425 44.8022485 "w179589780" "Abitazioni" 34
10.3001162 44.7981447 "w179585437" "Abitazioni" 32
10.3246771 44.8010398 "r2398330" "Abitazioni" 36
10.3114977 44.7822867 "w179422368" "Abitazioni" 30
10.3490769 44.7872272 "w179098494" "Abitazioni" 30
10.3296137 44.8312287 "w648938420" "Abitazioni" 30
10.3113605 44.7759004 "w179423409" "Abitazioni" 32
10.3284505 44.7907531 "w1174721393" "Abitazioni" 34
10.328276 44.7921449 "w1174721410" "Abitazioni" 34
10.3317283 44.7966999 "r5648500" "Chiese" 30
10.3110935 44.8001798 "w179588612" "Abitazioni" 36
10.3016442 44.7807322 "w141870599" "Abitazioni" 30
10.3260027 44.801022 "r2398437" "Università" 32
10.3604152 44.7527423 "w179422390" "Abitazioni" 32
10.3414709 44.779523 "w1133259018" "Abitazioni" 30
10.3320428 44.7746638 "w1140615462" "Abitazioni" 32
10.3204211 44.7996306 "w179590213" "Abitazioni" 30
10.3677316 44.7860928 "w179475034" "Abitazioni" 30
10.33931 44.8211439 "w185951234" "Abitazioni" 30
10.296242 44.8067748 "w179477179" "Abitazioni" 30
10.3140099 44.7640362 "w179630664" "Abitazioni" 36
10.2997246 44.8078797 "w179584959" "Abitazioni" 30
10.3418887 44.798829 "w179587594" "Abitazioni" 30
10.3200795 44.8023926 "w179585246" "Abitazioni" 36
10.3375141 44.7899918 "w1180489723" "Abitazioni" 32
10.3300443 44.8020214 "r2398148" "Abitazioni" 30
10.3503318 44.7930812 "w179588304" "Abitazioni" 34
10.3384917 44.8223328 "w182116448" "Abitazioni" 34
10.3302324 44.8132965 "w182136779" "Abitazioni" 30
10.3166291 44.7992536 "w179590074" "Abitazioni" 30
10.3503334 44.7856084 "w179098850" "Abitazioni" 30
10.3383044 44.8061365 "w182148409" "Abitazioni" 30
10.3233899 44.772658 "w139617150" "Abitazioni" 30
10.311162 44.803344 "w942997662" "Abitazioni" 32
10.288929 44.7790371 "w179286451" "Abitazioni" 30
10.3233696 44.7718546 "w179476135" "Abitazioni" 32
10.3324842 44.7807392 "w650286617" "Abitazioni" 32
10.3131017 44.8023567 "w179584154" "Abitazioni" 32
10.3009683 44.7969585 "w179584945" "Abitazioni" 30
10.3166772 44.8018855 "w179587834" "Abitazioni" 32
10.3260162 44.7951811 "w179585554" "Abitazioni" 32
10.3600262 44.7942489 "w179468300" "Abitazioni" 30
10.3462753 44.7985255 "w179585396" "Abitazioni" 30
10.3337288 44.7898808 "w1182636341" "Abitazioni" 30
10.3656333 44.8141774 "w182153377" "Abitazioni" 30
10.3330715 44.8096843 "w182136638" "Abitazioni" 32
10.3363817 44.8019068 "w179585672" "Abitazioni" 36
10.3049211 44.7907683 "w179472776" "Abitazioni" 32
10.3018036 44.8008714 "w179588760" "Abitazioni" 32
10.3418875 44.794792 "w179586545" "Abitazioni" 30
10.3402805 44.8212572 "w185951755" "Abitazioni" 30
10.3232647 44.7684503 "w179291011" "Abitazioni" 36
10.3619419 44.7909838 "w179476535" "Abitazioni" 34
10.3312876 44.8161411 "w182118242" "Abitazioni" 30
10.3288938 44.8376069 "w654851417" "Abitazioni" 30
10.3132022 44.7950892 "w179468525" "Abitazioni" 34
10.3248591 44.7981119 "w179587774" "Abitazioni" 30
10.356967 44.795325 "w932004561" "Abitazioni" 34
10.3239749 44.7786792 "w179468271" "Abitazioni" 32
10.3121556 44.7738956 "w179422371" "Abitazioni" 34
10.3509552 44.7993597 "w179586275" "Abitazioni" 30
10.3000368 44.8162687 "w202551110" "Abitazioni" 34
10.3271887 44.8145958 "w182127309" "Abitazioni" 36
10.3326587 44.8063456 "w182137272" "Abitazioni" 34
10.3487359 44.7943964 "w179585705" "Abitazioni" 30
10.3196165 44.7963676 "w179585051" "Abitazioni" 34
10.3421817 44.808817 "w182137369" "Abitazioni" 30
10.2980859 44.8068377 "w179475922" "Abitazioni" 30
10.3151417 44.7611605 "w179623730" "Abitazioni" 32
10.2910421 44.7608826 "w179623159" "Abitazioni" 30
10.3407474 44.7551139 "w179422720" "Abitazioni" 36
10.3370465 44.8137956 "w182136696" "Abitazioni" 30
10.3313589 44.8055578 "r2427008" "Abitazioni" 40
10.3116774 44.7802097 "w179422398" "Abitazioni" 30
10.3276121 44.7965651 "w179585449" "Abitazioni" 30
10.3450017 44.7989425 "w179585589" "Abitazioni" 30
10.335199 44.814076 "w182136797" "Abitazioni" 30
10.3398675 44.7885435 "w1180386177" "Abitazioni" 32
10.3064237 44.7959769 "w179477197" "Abitazioni" 30
10.3429159 44.8108562 "w182137653" "Abitazioni" 32
10.3674596 44.788491 "w179468614" "Abitazioni" 30
10.3326569 44.8133476 "w182136673" "Abitazioni" 30
10.3320124 44.7967321 "r5648500" "Chiese" 30
10.2827637 44.7817351 "w179285208" "Abitazioni" 30
10.3047439 44.7854816 "w179470015" "Abitazioni" 34
10.3337791 44.7946893 "w1179800129" "Abitazioni" 32
10.3257738 44.8014123 "r2398260" "Abitazioni" 32
10.3416589 44.7814827 "w1133259002" "Abitazioni" 30
10.3237618 44.8066102 "w182141656" "Abitazioni" 32
10.3023835 44.7851406 "w649614858" "Abitazioni" 32
10.3120335 44.7855089 "w179469389" "Abitazioni" 32
10.3005707 44.7932784 "w179585424" "Abitazioni" 36
10.3610497 44.7910552 "w179476097" "Abitazioni" 32
10.3278116 44.7987824 "w179588289" "Abitazioni" 30
10.3212678 44.7777766 "w179469154" "Abitazioni" 30
10.3348139 44.8025297 "r2398171" "Abitazioni" 30
10.3324001 44.786308 "w179477169" "Abitazioni" 36
10.3667952 44.8019697 "r9075676" "Abitazioni" 30
10.3550431 44.8241843 "w182153951" "Abitazioni" 36
10.318627 44.7942867 "w179588817" "Abitazioni" 30
10.3420923 44.8150126 "w182117005" "Abitazioni" 32
10.3322362 44.8188469 "w182127525" "Abitazioni" 30
10.3682943 44.7849761 "w567577747" "Abitazioni" 32
10.3181652 44.7980381 "w179590181" "Abitazioni" 30
10.3183357 44.7988101 "w179589432" "Abitazioni" 30
10.3130437 44.7858806 "w179475290" "Abitazioni" 30
10.3362696 44.7995934 "w1188034279" "Abitazioni" 30
10.3296946 44.7870765 "w653236420" "Abitazioni" 30
10.3542947 44.797208 "w179587117" "Abitazioni" 30
10.2982387 44.8083313 "w179585561" "Abitazioni" 30
10.3383216 44.8393637 "w182120188" "Abitazioni" 32
10.3309479 44.8012166 "w179585019" "Abitazioni" 32
10.3171387 44.7987807 "w179588509" "Abitazioni" 34
10.2999151 44.7869613 "w179477244" "Abitazioni" 30
10.3510593 44.7950451 "w179588474" "Abitazioni" 30
10.331874 44.7942766 "w1174721351" "Abitazioni" 30
10.3508093 44.8028755 "w179584133" "Abitazioni" 30
10.3302739 44.8038226 "r9072148" "Abitazioni" 30
10.3274699 44.7984088 "w179588242" "Abitazioni" 36
10.3385194 44.7892812 "w1180489752" "Abitazioni" 34
10.3361481 44.79962 "w1188034276" "Abitazioni" 36
10.3356605 44.7781766 "w1133259042" "Abitazioni" 30
10.3318205 44.8049666 "r2427068" "Abitazioni" 30
10.3082817 44.7648563 "w108127212" "Abitazioni" 30
10.3652796 44.8158838 "w182153274" "Abitazioni" 32
10.3070397 44.7959336 "w179469529" "Abitazioni" 30
10.306286 44.785831 "w142107763" "Abitazioni" 30
10.3422679 44.7949103 "w974556579" "Abitazioni" 30
10.3315732 44.769535 "w1133273320" "Abitazioni" 30
10.3178652 44.7965525 "w738904483" "Abitazioni" 30
10.3164113 44.8183016 "w1189671742" "Abitazioni" 32
10.327088 44.799216 "w179585260" "Abitazioni" 32
10.3272735 44.7953617 "r5648498" "Chiese" 36
10.3236643 44.7827045 "w139982814" "Abitazioni" 36
10.2973952 44.7742408 "w648791027" "Abitazioni" 30
10.3137653 44.8115009 "w182144990" "Abitazioni" 32
10.3315627 44.8038985 "w182136906" "Abitazioni" 30
10.342083 44.7869401 "w179473316" "Abitazioni" 30
10.3169277 44.7782075 "w179422755" "Abitazioni" 30
10.3504272 44.79126 "w179098910" "Abitazioni" 30
10.3671319 44.787403 "w179476955" "Abitazioni" 32
10.3282015 44.7968379 "w179584996" "Abitazioni" 30
10.3322218 44.8082906 "w182148351" "Abitazioni" 36
10.3312511 44.8054426 "r2427008" "Abitazioni" 30
10.3287348 44.7879101 "w1138549310" "Abitazioni" 30
10.2957456 44.7783949 "w179289358" "Abitazioni" 36
10.3403448 44.7549958 "w179423234" "Abitazioni" 30
10.3150684 44.7900627 "w653219866" "Abitazioni" 32
10.3282251 44.8198119 "w182126802" "Chiese" 36
10.3820878 44.8134767 "w182122318" "Abitazioni" 30
10.3033075 44.787955 "w179473841" "Abitazioni" 30
10.3361078 44.7948906 "w179585299" "Abitazioni" 34
10.3075724 44.7947966 "w179470095" "Abitazioni" 32
10.3318816 44.810074 "w182136842" "Abitazioni" 36
10.3390653 44.7809903 "w1133259013" "Abitazioni" 32
10.3386333 44.8025029 "w179586934" "Abitazioni" 30
